months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
284,48,168260,OH,1000,1168.8,0,444232,FEMALE,tech-support,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,0,3,YES,35750,6500,3250,26000,Mercedes,E400,2001,N
65,27,538955,IN,1000,1164.97,0,477695,FEMALE,adm-clerical,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,1,2,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004,N
222,39,243226,IL,1000,1232.72,0,458237,MALE,armed-forces,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,Y
196,41,246435,IL,2000,1800.76,0,441499,MALE,protective-serv,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N
253,43,582480,IL,500,1187.01,7000000,613436,FEMALE,tech-support,unmarried,46300,-33000,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,0,1,?,3840,640,640,2560,Chevrolet,Tahoe,2014,N
280,43,345539,IN,1000,1559.34,0,448912,MALE,transport-moving,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,0,2,?,77000,14000,7000,56000,Accura,RSX,2004,N
5,26,924318,IL,2000,1137.02,0,468872,FEMALE,farming-fishing,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,1,3,?,88110,16020,16020,56070,Audi,A5,2003,N
220,42,726880,IN,1000,1281.72,0,619811,MALE,farming-fishing,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,0,2,YES,47740,4340,4340,39060,Honda,Civic,2005,N
85,30,190588,OH,1000,796.35,0,614166,FEMALE,craft-repair,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,2,1,YES,58960,5360,10720,42880,Ford,F150,2004,N
266,46,246705,OH,500,1270.02,0,456600,FEMALE,tech-support,own-child,0,-45800,Parked Car,?,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,1,2,?,2160,480,240,1440,Toyota,Corolla,2004,N
41,26,619589,IL,1000,1383.13,0,618405,FEMALE,prof-specialty,own-child,46700,0,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,1,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N
316,45,164988,IL,2000,1290.74,5000000,430832,FEMALE,prof-specialty,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013,N
285,47,729534,IN,1000,1216.68,0,610989,FEMALE,sales,other-relative,55100,0,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,1,1,NO,2700,300,300,2100,Ford,F150,2013,N
379,54,505014,IL,500,1251.16,0,447750,FEMALE,machine-op-inspct,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N
15,34,920826,IN,2000,1586.41,0,608708,FEMALE,sales,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,1,3,?,75570,6870,13740,54960,BMW,X5,2010,Y
354,48,534982,IL,2000,1526.11,5000000,469650,FEMALE,sales,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,N
342,53,110408,IN,1000,1028.44,0,602304,FEMALE,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000,N
169,38,283052,IL,1000,1555.94,0,459878,MALE,craft-repair,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012,N
339,49,840806,IN,2000,1570.77,0,441142,MALE,adm-clerical,not-in-family,98800,-65300,Vehicle Theft,?,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N
259,42,382394,OH,2000,1170.53,0,465667,FEMALE,armed-forces,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N
65,23,876699,OH,1000,1099.95,0,473109,FEMALE,sales,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005,Y
254,46,871432,IL,2000,1472.43,0,619794,MALE,tech-support,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N
440,55,379882,IL,500,1275.62,0,602258,FEMALE,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N
478,63,852002,IL,1000,1292.3,0,479724,MALE,adm-clerical,own-child,47600,0,Parked Car,?,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,Y
230,44,372891,IN,2000,1009.37,0,442210,FEMALE,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N
138,30,689034,OH,500,1093.07,4000000,463291,FEMALE,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N
239,41,743092,OH,1000,1325.44,7000000,474898,FEMALE,farming-fishing,other-relative,51400,-6300,Parked Car,?,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,N
93,31,599174,IL,2000,1017.18,0,431354,FEMALE,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,N
37,25,421092,OH,1000,1221.17,0,617460,FEMALE,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N
254,40,349658,IN,500,1927.87,0,609317,MALE,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,0,1,?,43280,0,5410,37870,Honda,Civic,1996,Y
131,29,811042,IN,1000,978.27,0,479821,FEMALE,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N
230,43,505316,IN,2000,1221.14,0,473394,MALE,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,0,2,?,75460,13720,13720,48020,Audi,A5,2002,N
313,50,116645,OH,2000,1255.62,0,603882,MALE,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,Y
210,38,950880,IN,500,999.52,0,615229,MALE,tech-support,other-relative,0,0,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,1,2,NO,8640,1440,720,6480,Accura,TL,2008,N
101,29,788502,OH,500,1380.89,0,620197,MALE,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,2,1,?,67210,12220,12220,42770,BMW,X6,1996,N
153,37,627486,IN,500,1010.77,0,438215,MALE,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N
337,53,498842,OH,500,1205.86,0,444583,MALE,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,N
360,51,550294,IL,1000,1526.61,0,471866,MALE,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,2,2,?,4620,840,840,2940,Dodge,RAM,2009,Y
428,53,328387,IL,1000,1496.44,0,616884,FEMALE,tech-support,unmarried,0,0,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,2,2,NO,6930,630,1260,5040,Honda,CRV,2013,N
204,40,540152,IL,500,1256.2,0,448310,FEMALE,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,1,2,YES,41700,8340,8340,25020,Saab,95,2013,N
364,51,385932,IL,500,1268.35,0,478902,MALE,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y
185,35,618682,IN,2000,1421.59,0,442695,MALE,other-service,own-child,0,0,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,2,3,YES,4950,900,450,3600,Ford,F150,2011,N
63,26,550930,IL,500,1500.04,6000000,613826,MALE,craft-repair,own-child,0,-36500,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,0,2,YES,5160,860,860,3440,Accura,TL,2004,N
210,35,998192,IL,500,1433.24,0,476203,FEMALE,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,2,1,?,24570,2730,2730,19110,Saab,95,2006,Y
194,38,663938,IN,2000,1231.25,0,604333,FEMALE,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,1,0,?,53680,4880,9760,39040,Toyota,Camry,2011,N
294,49,756870,IN,500,1135.43,0,442604,MALE,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,N
272,41,337158,OH,2000,945.73,5000000,435663,MALE,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009,Y
27,27,919875,IN,2000,1118.76,0,470866,FEMALE,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,1,3,?,61560,6840,6840,47880,Ford,Fusion,2008,N
251,39,315631,IN,2000,1231.98,0,612908,FEMALE,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,0,0,?,44240,5530,5530,33180,Dodge,RAM,1997,N
180,33,113464,IN,2000,1005.47,0,441871,FEMALE,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N
392,50,556415,OH,2000,1108.97,0,431496,FEMALE,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,2,2,YES,108030,16620,16620,74790,Saab,92x,2002,N
143,30,250249,IN,500,1392.39,5000000,436499,FEMALE,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010,N
371,54,403776,IN,2000,1317.97,0,469853,MALE,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,1,2,?,32280,5380,5380,21520,Ford,Fusion,2010,Y
292,42,396002,IN,1000,1588.22,0,605369,MALE,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N
165,35,976908,IL,500,900.02,6000000,448466,MALE,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008,N
158,33,509489,OH,1000,1744.64,3000000,432786,MALE,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,N
241,39,485295,OH,1000,1260.56,0,473591,FEMALE,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,N
103,33,361829,OH,2000,1021.14,0,618418,FEMALE,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,2,3,?,79090,14380,14380,50330,Dodge,RAM,2014,N
402,54,603632,OH,2000,1285.09,0,444558,MALE,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y
102,32,783494,OH,500,1537.07,3000000,457733,MALE,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y
182,40,439049,IN,1000,1022.42,0,466161,MALE,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,0,2,?,71100,7110,14220,49770,Audi,A3,2008,N
282,46,502634,OH,2000,1558.86,0,450800,MALE,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,N
222,39,378588,OH,500,1757.87,0,458993,MALE,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,2,1,?,55000,5000,10000,40000,Saab,93,1996,Y
415,52,794731,IN,1000,973.5,0,468634,MALE,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N
51,34,641934,OH,500,1430.8,0,461264,MALE,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007,Y
255,45,113516,IL,500,1192.27,0,600184,MALE,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006,N
143,31,425631,IL,500,1163.83,0,604874,MALE,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,2,0,?,76120,6920,13840,55360,Audi,A5,1999,N
130,28,542245,OH,1000,1003.15,0,462377,FEMALE,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,N
242,41,512894,OH,2000,1153.54,6000000,619657,MALE,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,0,1,?,68090,12380,12380,43330,Toyota,Corolla,2009,N
96,27,633090,IL,1000,1631.1,0,437323,FEMALE,priv-house-serv,wife,0,0,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N
180,35,464234,IL,1000,1252.48,0,432148,MALE,machine-op-inspct,wife,0,-55800,Vehicle Theft,?,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N
150,30,290162,IN,1000,1677.26,0,439690,MALE,sales,own-child,40100,0,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N
463,59,638155,IL,1000,979.73,0,601848,FEMALE,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y
472,64,911429,IN,500,989.24,0,615821,MALE,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N
75,25,106186,IL,1000,1389.86,0,472475,FEMALE,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,2,3,YES,65100,6510,6510,52080,Saab,93,2011,N
193,40,311783,OH,500,1233.85,0,457463,FEMALE,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,N
43,43,528385,IL,500,1320.39,0,604861,FEMALE,armed-forces,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,2,1,?,79970,7270,21810,50890,Honda,CRV,1996,Y
253,41,228403,IN,1000,1435.09,0,471519,FEMALE,machine-op-inspct,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,2,0,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N
152,30,209177,IN,500,1448.54,0,618682,FEMALE,craft-repair,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,1,1,?,84590,7690,7690,69210,Toyota,Highlander,2000,Y
160,38,497929,OH,500,1733.56,0,441425,MALE,sales,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N
56,36,735844,IN,500,1533.07,0,609336,MALE,farming-fishing,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,1,2,YES,58500,0,6500,52000,Ford,Escape,2001,N
286,41,710741,IL,500,1106.77,0,603320,FEMALE,prof-specialty,other-relative,45500,-62500,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,2,0,NO,5000,500,500,4000,Dodge,RAM,2003,N
3,29,276804,IL,500,995.7,5000000,615446,FEMALE,priv-house-serv,unmarried,0,0,Parked Car,?,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,2,1,?,5000,500,1000,3500,Mercedes,E400,2008,Y
286,41,507545,IL,1000,1298.85,6000000,435967,FEMALE,sales,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,N
239,38,485642,OH,1000,1276.73,5000000,610246,FEMALE,handlers-cleaners,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,1,3,?,61920,6880,6880,48160,Saab,93,2003,N
64,29,796375,OH,2000,1202.28,0,479327,MALE,exec-managerial,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y
98,31,171183,IN,500,671.92,0,468300,MALE,machine-op-inspct,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,2,0,?,64080,7120,7120,49840,Ford,Escape,1997,N
16,35,110084,IL,1000,1358.03,0,612660,MALE,sales,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,2,1,?,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y
70,27,714784,IN,1000,1008.79,4000000,466691,FEMALE,adm-clerical,own-child,46000,0,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,2,3,?,4400,0,550,3850,Toyota,Camry,2000,N
75,27,143924,OH,1000,1141.1,0,468515,MALE,armed-forces,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N
246,44,996850,OH,1000,1397,0,614521,MALE,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997,N
463,57,407958,IL,500,1063.67,0,463356,MALE,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,N
303,46,832300,IN,1000,709.14,0,450184,MALE,machine-op-inspct,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N
56,42,655356,IL,500,1339.39,0,471786,FEMALE,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,1,2,YES,61490,11180,11180,39130,BMW,X5,1998,N
75,27,831053,IN,1000,1202.75,0,602289,MALE,handlers-cleaners,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N
131,33,432740,IL,2000,1081.17,0,445120,MALE,sales,wife,0,-65200,Parked Car,?,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,0,1,NO,4900,490,490,3920,Toyota,Camry,2010,N
153,34,893853,IL,500,991.39,0,449260,MALE,tech-support,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N
438,57,714346,OH,500,1119.29,0,616164,FEMALE,machine-op-inspct,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,Y
87,27,326289,OH,500,1048.39,0,620962,FEMALE,transport-moving,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,N
206,42,779156,IL,1000,1230.76,0,470488,MALE,machine-op-inspct,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,1,1,NO,78980,7180,14360,57440,Saab,92x,1997,Y
127,31,856153,OH,500,1255.02,0,462250,MALE,sales,not-in-family,58200,0,Parked Car,?,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996,N
422,60,473338,IN,1000,1555.52,0,436408,FEMALE,machine-op-inspct,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999,N
303,50,521694,IL,2000,836.11,5000000,464230,MALE,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,N
228,40,136520,IN,500,1450.98,0,478609,MALE,exec-managerial,husband,43700,0,Parked Car,?,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,0,2,NO,6050,1100,1100,3850,Toyota,Camry,2010,N
239,39,730819,IN,2000,625.08,0,437156,FEMALE,protective-serv,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,2,3,YES,87890,15980,7990,63920,BMW,X6,2014,Y
330,47,912665,IL,2000,1133.27,0,432218,FEMALE,craft-repair,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,0,2,YES,60500,11000,5500,44000,Ford,F150,1999,Y
128,35,469966,IN,500,1366.6,0,620493,FEMALE,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,2,1,NO,88220,16040,16040,56140,Chevrolet,Malibu,2008,N
147,37,952300,OH,1000,1439.9,6000000,475391,FEMALE,prof-specialty,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,1,2,NO,53680,9760,4880,39040,Accura,MDX,2004,N
287,45,322609,OH,1000,1230.69,0,440720,MALE,transport-moving,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,0,2,NO,53800,5380,5380,43040,Accura,MDX,2006,N
